timestamp,target_value,item_id
2015-01-01,7.84658997529119,1
2015-01-02,8.3020178097512,1
2015-01-03,8.43620003220671,1
2015-01-04,8.93458687038968,1
2015-01-05,8.88861880730088,1
2015-01-06,8.66423293406555,1
2015-01-07,8.50004703258127,1
2015-01-08,8.41825644355621,1
2015-01-09,8.4721958254855,1
2015-01-10,8.30721262662831,1
2015-01-11,9.88659568486591,1
2015-01-12,10.694985739443,1
2015-01-13,9.76019438270965,1
2015-01-14,9.11007795003779,1
2015-01-15,8.79951090136887,1
2015-01-16,8.7830896717961,1
2015-01-17,8.42989086301344,1
2015-01-18,8.87877607170755,1
2015-01-19,9.75938620856187,1
2015-01-20,8.9520876435484,1
2015-01-21,8.66112036022288,1
2015-01-22,8.58485183989005,1
2015-01-23,8.39660622842712,1
2015-01-24,7.92371033396924,1
2015-01-25,8.08548677210285,1
2015-01-26,8.35890061242164,1
2015-01-27,8.30350479887278,1
2015-01-28,8.27792025817214,1
2015-01-29,8.36357570275064,1
2015-01-30,8.59822003005861,1
2015-01-31,8.08116577772543,1
2015-02-01,9.03443816698441,1
2015-02-02,10.2832245120716,1
2015-02-03,9.27322127001538,1
2015-02-04,8.71407489954152,1
2015-02-06,8.23350314023399,1
2015-02-07,7.88419993367604,1
2015-02-08,7.81278281857758,1
2015-02-09,7.93128476152589,1
2015-02-10,8.4144957931779,1
2015-02-11,8.15651022607997,1
2015-02-12,7.85709386490249,1
2015-02-13,7.9098566672694,1
2015-02-14,7.80913539812054,1
2015-02-15,7.5076900778199,1
2015-02-16,8.20385137218388,1
2015-02-17,7.82164312623998,1
2015-02-18,7.80384330353877,1
2015-02-19,7.76089319585102,1
2015-02-20,7.70345904786717,1
2015-02-21,8.06117135969092,1
2015-02-22,7.350516171834,1
2015-02-23,7.48380668766583,1
2015-02-24,7.54062152865715,1
2015-02-25,7.69666708152646,1
2015-02-26,7.50384074669895,1
2015-02-27,7.39817409297047,1
2015-02-28,7.04228617193974,1
2015-03-01,7.05272104923232,1
2015-03-02,7.36264527041782,1
2015-03-03,7.6231530684769,1
2015-03-04,7.79523492900217,1
2015-03-05,8.42683075133585,1
2015-03-06,7.9168074909376,1
2015-03-07,7.23633934275434,1
2015-03-08,7.20637729147225,1
2015-03-09,7.55642796944025,1
2015-03-10,7.58273848891441,1
2015-03-11,7.68294316987829,1
2015-03-12,7.60688453121963,1
2015-03-13,7.70345904786717,1
2015-03-14,7.15148546390474,1
2015-03-15,7.04053639021596,1
2015-03-16,7.33888813383888,1
2015-03-17,7.48436864328613,1
2015-03-18,7.35179986905778,1
2015-03-19,7.42356844425917,1
2015-03-20,7.29165620917446,1
2015-03-21,6.81673588059497,1
2015-03-22,6.91075078796194,1
2015-03-23,7.32118855673948,1
2015-03-24,7.99159228206809,1
2015-03-25,7.71289096149013,1
2015-03-26,7.28276117960559,1
2015-03-27,7.30586003268401,1
2015-03-28,6.90575327631146,1
2015-03-29,7.87321705486274,1
2015-03-30,7.08590146436561,1
2015-03-31,7.27100853828099,1
2015-04-01,7.21376830811864,1
2015-04-02,7.16626597413364,1
2015-04-03,7.21303165983487,1
2015-04-04,6.82979373751242,1
2015-04-05,6.80128303447162,1
2015-04-06,7.15773548424991,1
2015-04-07,7.04577657687951,1
2015-04-08,7.09174211509515,1
2015-04-09,7.23417717974985,1
2015-04-10,7.28000825288419,1
2015-04-11,6.69703424766648,1
2015-04-12,7.028201432058,1
2015-04-13,7.17472430983638,1
2015-04-14,7.22329567956231,1
2015-04-15,7.33693691370762,1
2015-04-16,7.36201055125973,1
2015-04-17,7.26332961747684,1
2015-04-18,6.81124437860129,1
2015-04-19,7.3185395485679,1
2015-04-20,7.64012317269536,1
2015-04-21,7.40549566319947,1
2015-04-22,7.57250298502038,1
2015-04-23,7.48549160803075,1
2015-04-24,7.33302301438648,1
2015-04-25,7.20563517641036,1
2015-04-26,7.09090982207998,1
2015-04-27,7.32646561384032,1
2015-04-28,7.35564110297425,1
2015-04-29,7.46336304552002,1
2015-04-30,7.56734567601324,1
2015-05-01,7.74975340627444,1
2015-05-02,7.14440718032114,1
2015-05-03,6.89972310728487,1
2015-05-04,7.33106030521863,1
2015-05-05,7.2211050981825,1
2015-05-06,7.7376162828579,1
2015-05-07,7.36327958696304,1
2015-05-08,7.29097477814298,1
2015-05-09,7.03878354138854,1
2015-05-10,6.93244789157251,1
