item_id,timestamp,target_value
1,2007-12-10,9.59076113897809
1,2007-12-11,8.51959031601596
1,2007-12-12,8.18367658262066
1,2007-12-13,8.07246736935477
1,2007-12-14,7.8935720735049
1,2007-12-15,7.78364059622125
1,2007-12-16,8.41405243249672
1,2007-12-17,8.82922635473185
1,2007-12-18,8.38251828808963
1,2007-12-19,8.06965530688617
1,2007-12-20,7.87929148508227
1,2007-12-21,7.76174498465891
1,2007-12-22,7.52940645783701
1,2007-12-23,8.38526052015541
1,2007-12-24,8.62011072542292
1,2007-12-25,7.85243908535751
1,2007-12-26,7.85399308722424
1,2007-12-27,8.0519780789023
1,2007-12-28,7.92660259918138
1,2007-12-29,7.83834331555712
1,2007-12-30,9.70314458114435
1,2007-12-31,9.38597294061934
1,2008-01-01,8.29379960884682
1,2008-01-02,8.43468076984177
1,2008-01-03,8.26204284396694
1,2008-01-04,8.10681603894705
1,2008-01-05,7.95014988765202
1,2008-01-06,9.50925907635395
1,2008-01-07,8.84678466694523
1,2008-01-08,8.43054538469057
1,2008-01-09,8.2482674474469
1,2008-01-10,8.28172399041139
1,2008-01-11,8.29279885820037
1,2008-01-12,8.19918935907807
1,2008-01-13,9.99652241850332
1,2008-01-14,10.1270710070787
1,2008-01-15,8.93379604393486
1,2008-01-16,8.56617381363786
1,2008-01-17,8.54772239645106
1,2008-01-18,8.39976009452414
1,2008-01-19,8.22309055116153
1,2008-01-20,8.83898679349679
1,2008-01-21,10.8972021813751
1,2008-01-22,9.44493807333551
1,2008-01-23,8.92332474406756
1,2008-01-24,8.5434455625603
1,2008-01-25,8.49556089128912
1,2008-01-26,8.41737285613403
1,2008-01-27,8.57262789830434
1,2008-01-28,8.73648935100155
1,2008-01-29,8.63408694288774
1,2008-01-30,8.67351294567119
1,2008-02-01,8.82423661734664
1,2008-02-02,8.53797573059877
1,2008-02-03,9.69806112202708
1,2008-02-04,12.0974568371517
1,2008-02-05,10.6352783566883
1,2008-02-06,9.69171658751689
1,2008-02-07,9.31560088263368
1,2008-02-08,8.97081334141145
1,2008-02-09,8.58914169072882
1,2008-02-10,8.61740045183326
1,2008-02-11,8.61631428228404
1,2008-02-12,8.21554741194707
1,2008-02-13,8.06495089174914
1,2008-02-14,8.11342663994365
1,2008-02-15,7.79934339821592
1,2008-02-16,7.6275443904885
1,2008-02-17,7.55590509361135
1,2008-02-18,7.71154897962915
1,2008-02-19,7.78862606562503
1,2008-02-20,7.70841066725737
1,2008-02-21,7.76853330092603
1,2008-02-22,7.69530313496357
1,2008-02-23,7.37838371299671
1,2008-02-24,7.91059061225648
1,2008-02-25,7.62657020629066
1,2008-02-26,7.57353126274595
1,2008-02-27,7.56786260546388
1,2008-02-29,7.5522372875608
1,2008-03-02,7.33693691370762
1,2008-03-05,8.12474302038557
1,2008-03-06,7.88758403166028
1,2008-03-07,7.81963630236759
1,2008-03-08,7.38398945797851
1,2008-03-09,7.81439963380449
1,2008-03-10,7.5422134631934
1,2008-03-11,7.54855597916987
1,2008-03-12,7.6889133368648
1,2008-03-13,7.4770384723197
1,2008-03-14,7.35883089834235
1,2008-03-15,7.03262426102801
1,2008-03-16,7.11801620446533
1,2008-03-17,7.34987370473834
1,2008-03-18,7.32646561384032
1,2008-03-19,7.36391350140582
1,2008-03-20,7.27793857294566
1,2008-03-21,7.25134498337221
1,2008-03-22,7.00215595440362
1,2008-03-23,7.16394668434255
1,2008-03-24,7.7591874385078
1,2008-03-25,7.51860721681525
1,2008-03-26,7.41397029019044
1,2008-03-27,7.44249272279444
1,2008-03-28,7.2283884515736
1,2008-03-29,6.99117688712121
1,2008-03-30,7.2115567333138
1,2008-03-31,7.31121838441963
1,2008-04-01,7.34923082461333
1,2008-04-02,7.51425465281641
1,2008-04-03,7.39326309476384
1,2008-04-04,7.28619171470238
1,2008-04-05,7.27309259599952
1,2008-04-06,7.16857989726403
1,2008-04-07,7.61134771740362
1,2008-04-08,7.61775957660851
1,2008-04-09,7.42595365707754
1,2008-04-10,8.18200013629341
1,2008-04-11,7.39939808333135
1,2008-04-12,7.1066061377273
1,2008-04-13,7.08086789669078
1,2008-04-14,7.42117752859539
1,2008-04-15,7.49164547360513
1,2008-04-16,7.38585107812521
1,2008-04-17,7.68294316987829
1,2008-04-18,7.6889133368648
1,2008-04-19,7.2591161280971
